BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2184.56,2017-05-14,2017-05-14
BATI ANADOLU YTM,4517.29,2017-05-14,2017-05-14
DOĞU AKDENİZ YTM,2542.7,2017-05-14,2017-05-14
DOĞU ANADOLU YTM,1139.67,2017-05-14,2017-05-14
GÜNEY DOĞU ANADOLU YTM,5208.46,2017-05-14,2017-05-14
KUZEY BATI ANADOLU YTM,6028.57,2017-05-14,2017-05-14
ORTA ANADOLU YTM,3593.66,2017-05-14,2017-05-14
ORTA KARADENİZ YTM,1455.15,2017-05-14,2017-05-14
TRAKYA YTM,3817.52,2017-05-14,2017-05-14
