BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2311.4,2017-05-08,2017-05-08
BATI ANADOLU YTM,4852.97,2017-05-08,2017-05-08
DOĞU AKDENİZ YTM,2687.31,2017-05-08,2017-05-08
DOĞU ANADOLU YTM,1228.14,2017-05-08,2017-05-08
GÜNEY DOĞU ANADOLU YTM,5567.6,2017-05-08,2017-05-08
KUZEY BATI ANADOLU YTM,7703.11,2017-05-08,2017-05-08
ORTA ANADOLU YTM,3769.56,2017-05-08,2017-05-08
ORTA KARADENİZ YTM,1613.59,2017-05-08,2017-05-08
TRAKYA YTM,5558.34,2017-05-08,2017-05-08
