BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2192.71,2017-06-11,2017-06-11
BATI ANADOLU YTM,4360.31,2017-06-11,2017-06-11
DOĞU AKDENİZ YTM,2709.15,2017-06-11,2017-06-11
DOĞU ANADOLU YTM,1044.86,2017-06-11,2017-06-11
GÜNEY DOĞU ANADOLU YTM,4306.63,2017-06-11,2017-06-11
KUZEY BATI ANADOLU YTM,5823.7,2017-06-11,2017-06-11
ORTA ANADOLU YTM,3250.53,2017-06-11,2017-06-11
ORTA KARADENİZ YTM,1582.33,2017-06-11,2017-06-11
TRAKYA YTM,3717.85,2017-06-11,2017-06-11
