BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2563.84,2017-01-28,2017-01-28
BATI ANADOLU YTM,5449.91,2017-01-28,2017-01-28
DOĞU AKDENİZ YTM,3175.14,2017-01-28,2017-01-28
DOĞU ANADOLU YTM,1379.61,2017-01-28,2017-01-28
GÜNEY DOĞU ANADOLU YTM,5336.11,2017-01-28,2017-01-28
KUZEY BATI ANADOLU YTM,8181.82,2017-01-28,2017-01-28
ORTA ANADOLU YTM,3709.22,2017-01-28,2017-01-28
ORTA KARADENİZ YTM,1659.66,2017-01-28,2017-01-28
TRAKYA YTM,6074.03,2017-01-28,2017-01-28
