BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,3046.91,2017-06-29,2017-06-29
BATI ANADOLU YTM,6691.65,2017-06-29,2017-06-29
DOĞU AKDENİZ YTM,3508.05,2017-06-29,2017-06-29
DOĞU ANADOLU YTM,1019.62,2017-06-29,2017-06-29
GÜNEY DOĞU ANADOLU YTM,5693.5,2017-06-29,2017-06-29
KUZEY BATI ANADOLU YTM,8356.83,2017-06-29,2017-06-29
ORTA ANADOLU YTM,4358.37,2017-06-29,2017-06-29
ORTA KARADENİZ YTM,1932.63,2017-06-29,2017-06-29
TRAKYA YTM,5954.61,2017-06-29,2017-06-29
