BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2153.75,2017-01-22,2017-01-22
BATI ANADOLU YTM,4687.3,2017-01-22,2017-01-22
DOĞU AKDENİZ YTM,2949.4,2017-01-22,2017-01-22
DOĞU ANADOLU YTM,1415.74,2017-01-22,2017-01-22
GÜNEY DOĞU ANADOLU YTM,5204.74,2017-01-22,2017-01-22
KUZEY BATI ANADOLU YTM,6524.16,2017-01-22,2017-01-22
ORTA ANADOLU YTM,3211.71,2017-01-22,2017-01-22
ORTA KARADENİZ YTM,1536.83,2017-01-22,2017-01-22
TRAKYA YTM,4427.74,2017-01-22,2017-01-22
