BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2250.92,2017-05-03,2017-05-03
BATI ANADOLU YTM,4734.99,2017-05-03,2017-05-03
DOĞU AKDENİZ YTM,2780.47,2017-05-03,2017-05-03
DOĞU ANADOLU YTM,1258.23,2017-05-03,2017-05-03
GÜNEY DOĞU ANADOLU YTM,5529.35,2017-05-03,2017-05-03
KUZEY BATI ANADOLU YTM,7749.66,2017-05-03,2017-05-03
ORTA ANADOLU YTM,4053.06,2017-05-03,2017-05-03
ORTA KARADENİZ YTM,1628.8,2017-05-03,2017-05-03
TRAKYA YTM,5601.88,2017-05-03,2017-05-03
