BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2158.62,2017-03-25,2017-03-25
BATI ANADOLU YTM,4399.62,2017-03-25,2017-03-25
DOĞU AKDENİZ YTM,2597.3,2017-03-25,2017-03-25
DOĞU ANADOLU YTM,1320.49,2017-03-25,2017-03-25
GÜNEY DOĞU ANADOLU YTM,4734.55,2017-03-25,2017-03-25
KUZEY BATI ANADOLU YTM,7718.15,2017-03-25,2017-03-25
ORTA ANADOLU YTM,3186.21,2017-03-25,2017-03-25
ORTA KARADENİZ YTM,1690.73,2017-03-25,2017-03-25
TRAKYA YTM,5472.31,2017-03-25,2017-03-25
