BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2489.86,2017-06-17,2017-06-17
BATI ANADOLU YTM,5057.47,2017-06-17,2017-06-17
DOĞU AKDENİZ YTM,3000.01,2017-06-17,2017-06-17
DOĞU ANADOLU YTM,1055.02,2017-06-17,2017-06-17
GÜNEY DOĞU ANADOLU YTM,4733.62,2017-06-17,2017-06-17
KUZEY BATI ANADOLU YTM,7378.0,2017-06-17,2017-06-17
ORTA ANADOLU YTM,3576.28,2017-06-17,2017-06-17
ORTA KARADENİZ YTM,1630.27,2017-06-17,2017-06-17
TRAKYA YTM,4981.27,2017-06-17,2017-06-17
