BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2079.89,2017-05-07,2017-05-07
BATI ANADOLU YTM,4151.16,2017-05-07,2017-05-07
DOĞU AKDENİZ YTM,2592.8,2017-05-07,2017-05-07
DOĞU ANADOLU YTM,1272.04,2017-05-07,2017-05-07
GÜNEY DOĞU ANADOLU YTM,5195.04,2017-05-07,2017-05-07
KUZEY BATI ANADOLU YTM,6091.26,2017-05-07,2017-05-07
ORTA ANADOLU YTM,3365.83,2017-05-07,2017-05-07
ORTA KARADENİZ YTM,1670.02,2017-05-07,2017-05-07
TRAKYA YTM,3758.45,2017-05-07,2017-05-07
