BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2082.02,2017-06-04,2017-06-04
BATI ANADOLU YTM,4236.52,2017-06-04,2017-06-04
DOĞU AKDENİZ YTM,2616.3,2017-06-04,2017-06-04
DOĞU ANADOLU YTM,1128.82,2017-06-04,2017-06-04
GÜNEY DOĞU ANADOLU YTM,4137.7,2017-06-04,2017-06-04
KUZEY BATI ANADOLU YTM,5829.11,2017-06-04,2017-06-04
ORTA ANADOLU YTM,3070.62,2017-06-04,2017-06-04
ORTA KARADENİZ YTM,1700.99,2017-06-04,2017-06-04
TRAKYA YTM,3757.29,2017-06-04,2017-06-04
