BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2251.98,2017-04-11,2017-04-11
BATI ANADOLU YTM,4711.65,2017-04-11,2017-04-11
DOĞU AKDENİZ YTM,2756.12,2017-04-11,2017-04-11
DOĞU ANADOLU YTM,1301.72,2017-04-11,2017-04-11
GÜNEY DOĞU ANADOLU YTM,5196.36,2017-04-11,2017-04-11
KUZEY BATI ANADOLU YTM,8017.45,2017-04-11,2017-04-11
ORTA ANADOLU YTM,3530.46,2017-04-11,2017-04-11
ORTA KARADENİZ YTM,1692.95,2017-04-11,2017-04-11
TRAKYA YTM,5854.85,2017-04-11,2017-04-11
