BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2561.53,2017-01-27,2017-01-27
BATI ANADOLU YTM,5624.01,2017-01-27,2017-01-27
DOĞU AKDENİZ YTM,3276.53,2017-01-27,2017-01-27
DOĞU ANADOLU YTM,1413.45,2017-01-27,2017-01-27
GÜNEY DOĞU ANADOLU YTM,5672.37,2017-01-27,2017-01-27
KUZEY BATI ANADOLU YTM,8858.38,2017-01-27,2017-01-27
ORTA ANADOLU YTM,4164.23,2017-01-27,2017-01-27
ORTA KARADENİZ YTM,1901.12,2017-01-27,2017-01-27
TRAKYA YTM,6971.34,2017-01-27,2017-01-27
