BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2238.29,2017-02-24,2017-02-24
BATI ANADOLU YTM,5188.27,2017-02-24,2017-02-24
DOĞU AKDENİZ YTM,3010.63,2017-02-24,2017-02-24
DOĞU ANADOLU YTM,1385.3,2017-02-24,2017-02-24
GÜNEY DOĞU ANADOLU YTM,5804.88,2017-02-24,2017-02-24
KUZEY BATI ANADOLU YTM,8204.55,2017-02-24,2017-02-24
ORTA ANADOLU YTM,3583.07,2017-02-24,2017-02-24
ORTA KARADENİZ YTM,1702.48,2017-02-24,2017-02-24
TRAKYA YTM,6010.96,2017-02-24,2017-02-24
