BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2363.47,2017-06-27,2017-06-27
BATI ANADOLU YTM,4997.92,2017-06-27,2017-06-27
DOĞU AKDENİZ YTM,2646.27,2017-06-27,2017-06-27
DOĞU ANADOLU YTM,903.49,2017-06-27,2017-06-27
GÜNEY DOĞU ANADOLU YTM,4550.46,2017-06-27,2017-06-27
KUZEY BATI ANADOLU YTM,5238.54,2017-06-27,2017-06-27
ORTA ANADOLU YTM,3456.38,2017-06-27,2017-06-27
ORTA KARADENİZ YTM,1623.82,2017-06-27,2017-06-27
TRAKYA YTM,3382.79,2017-06-27,2017-06-27
