BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2273.31,2017-02-11,2017-02-11
BATI ANADOLU YTM,5098.77,2017-02-11,2017-02-11
DOĞU AKDENİZ YTM,2940.04,2017-02-11,2017-02-11
DOĞU ANADOLU YTM,1424.24,2017-02-11,2017-02-11
GÜNEY DOĞU ANADOLU YTM,5425.02,2017-02-11,2017-02-11
KUZEY BATI ANADOLU YTM,8159.71,2017-02-11,2017-02-11
ORTA ANADOLU YTM,3660.07,2017-02-11,2017-02-11
ORTA KARADENİZ YTM,1725.71,2017-02-11,2017-02-11
TRAKYA YTM,5981.67,2017-02-11,2017-02-11
