BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2284.67,2017-03-18,2017-03-18
BATI ANADOLU YTM,4887.18,2017-03-18,2017-03-18
DOĞU AKDENİZ YTM,2925.73,2017-03-18,2017-03-18
DOĞU ANADOLU YTM,1275.19,2017-03-18,2017-03-18
GÜNEY DOĞU ANADOLU YTM,5301.95,2017-03-18,2017-03-18
KUZEY BATI ANADOLU YTM,8015.4,2017-03-18,2017-03-18
ORTA ANADOLU YTM,3600.5,2017-03-18,2017-03-18
ORTA KARADENİZ YTM,1767.18,2017-03-18,2017-03-18
TRAKYA YTM,5678.16,2017-03-18,2017-03-18
