BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2370.62,2017-06-07,2017-06-07
BATI ANADOLU YTM,5185.12,2017-06-07,2017-06-07
DOĞU AKDENİZ YTM,3043.13,2017-06-07,2017-06-07
DOĞU ANADOLU YTM,1087.42,2017-06-07,2017-06-07
GÜNEY DOĞU ANADOLU YTM,4501.52,2017-06-07,2017-06-07
KUZEY BATI ANADOLU YTM,7946.58,2017-06-07,2017-06-07
ORTA ANADOLU YTM,3504.67,2017-06-07,2017-06-07
ORTA KARADENİZ YTM,1789.43,2017-06-07,2017-06-07
TRAKYA YTM,5745.57,2017-06-07,2017-06-07
