BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2344.27,2017-06-10,2017-06-10
BATI ANADOLU YTM,4857.3,2017-06-10,2017-06-10
DOĞU AKDENİZ YTM,2999.71,2017-06-10,2017-06-10
DOĞU ANADOLU YTM,1038.17,2017-06-10,2017-06-10
GÜNEY DOĞU ANADOLU YTM,4502.86,2017-06-10,2017-06-10
KUZEY BATI ANADOLU YTM,7038.04,2017-06-10,2017-06-10
ORTA ANADOLU YTM,3384.48,2017-06-10,2017-06-10
ORTA KARADENİZ YTM,1613.64,2017-06-10,2017-06-10
TRAKYA YTM,4874.95,2017-06-10,2017-06-10
