BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2191.57,2017-03-24,2017-03-24
BATI ANADOLU YTM,4611.62,2017-03-24,2017-03-24
DOĞU AKDENİZ YTM,2750.33,2017-03-24,2017-03-24
DOĞU ANADOLU YTM,1287.37,2017-03-24,2017-03-24
GÜNEY DOĞU ANADOLU YTM,4948.62,2017-03-24,2017-03-24
KUZEY BATI ANADOLU YTM,8087.43,2017-03-24,2017-03-24
ORTA ANADOLU YTM,3380.9,2017-03-24,2017-03-24
ORTA KARADENİZ YTM,1723.64,2017-03-24,2017-03-24
TRAKYA YTM,6087.2,2017-03-24,2017-03-24
