BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2201.44,2017-02-19,2017-02-19
BATI ANADOLU YTM,4518.36,2017-02-19,2017-02-19
DOĞU AKDENİZ YTM,2959.57,2017-02-19,2017-02-19
DOĞU ANADOLU YTM,1483.27,2017-02-19,2017-02-19
GÜNEY DOĞU ANADOLU YTM,5441.85,2017-02-19,2017-02-19
KUZEY BATI ANADOLU YTM,6433.74,2017-02-19,2017-02-19
ORTA ANADOLU YTM,3197.75,2017-02-19,2017-02-19
ORTA KARADENİZ YTM,1585.95,2017-02-19,2017-02-19
TRAKYA YTM,4138.82,2017-02-19,2017-02-19
