BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2291.3,2017-02-28,2017-02-28
BATI ANADOLU YTM,5165.08,2017-02-28,2017-02-28
DOĞU AKDENİZ YTM,2888.13,2017-02-28,2017-02-28
DOĞU ANADOLU YTM,1359.55,2017-02-28,2017-02-28
GÜNEY DOĞU ANADOLU YTM,5555.02,2017-02-28,2017-02-28
KUZEY BATI ANADOLU YTM,8266.27,2017-02-28,2017-02-28
ORTA ANADOLU YTM,3541.78,2017-02-28,2017-02-28
ORTA KARADENİZ YTM,1661.98,2017-02-28,2017-02-28
TRAKYA YTM,6192.14,2017-02-28,2017-02-28
