BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2241.18,2017-05-30,2017-05-30
BATI ANADOLU YTM,4719.84,2017-05-30,2017-05-30
DOĞU AKDENİZ YTM,2825.03,2017-05-30,2017-05-30
DOĞU ANADOLU YTM,1155.24,2017-05-30,2017-05-30
GÜNEY DOĞU ANADOLU YTM,4702.69,2017-05-30,2017-05-30
KUZEY BATI ANADOLU YTM,7566.97,2017-05-30,2017-05-30
ORTA ANADOLU YTM,3435.71,2017-05-30,2017-05-30
ORTA KARADENİZ YTM,1638.61,2017-05-30,2017-05-30
TRAKYA YTM,5401.01,2017-05-30,2017-05-30
