BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2262.28,2017-01-29,2017-01-29
BATI ANADOLU YTM,4706.5,2017-01-29,2017-01-29
DOĞU AKDENİZ YTM,2964.93,2017-01-29,2017-01-29
DOĞU ANADOLU YTM,1383.08,2017-01-29,2017-01-29
GÜNEY DOĞU ANADOLU YTM,5110.15,2017-01-29,2017-01-29
KUZEY BATI ANADOLU YTM,6540.63,2017-01-29,2017-01-29
ORTA ANADOLU YTM,3269.49,2017-01-29,2017-01-29
ORTA KARADENİZ YTM,1548.85,2017-01-29,2017-01-29
TRAKYA YTM,4475.1,2017-01-29,2017-01-29
