BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2381.01,2017-05-13,2017-05-13
BATI ANADOLU YTM,4981.8,2017-05-13,2017-05-13
DOĞU AKDENİZ YTM,2846.1,2017-05-13,2017-05-13
DOĞU ANADOLU YTM,1154.55,2017-05-13,2017-05-13
GÜNEY DOĞU ANADOLU YTM,5338.03,2017-05-13,2017-05-13
KUZEY BATI ANADOLU YTM,7333.15,2017-05-13,2017-05-13
ORTA ANADOLU YTM,3888.21,2017-05-13,2017-05-13
ORTA KARADENİZ YTM,1625.56,2017-05-13,2017-05-13
TRAKYA YTM,5174.64,2017-05-13,2017-05-13
