BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2306.93,2017-02-09,2017-02-09
BATI ANADOLU YTM,5184.08,2017-02-09,2017-02-09
DOĞU AKDENİZ YTM,3058.78,2017-02-09,2017-02-09
DOĞU ANADOLU YTM,1410.66,2017-02-09,2017-02-09
GÜNEY DOĞU ANADOLU YTM,5552.28,2017-02-09,2017-02-09
KUZEY BATI ANADOLU YTM,8551.98,2017-02-09,2017-02-09
ORTA ANADOLU YTM,3859.5,2017-02-09,2017-02-09
ORTA KARADENİZ YTM,1753.85,2017-02-09,2017-02-09
TRAKYA YTM,6562.84,2017-02-09,2017-02-09
