BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2222.46,2017-03-31,2017-03-31
BATI ANADOLU YTM,4651.88,2017-03-31,2017-03-31
DOĞU AKDENİZ YTM,2795.84,2017-03-31,2017-03-31
DOĞU ANADOLU YTM,1266.71,2017-03-31,2017-03-31
GÜNEY DOĞU ANADOLU YTM,4988.6,2017-03-31,2017-03-31
KUZEY BATI ANADOLU YTM,8214.61,2017-03-31,2017-03-31
ORTA ANADOLU YTM,3692.09,2017-03-31,2017-03-31
ORTA KARADENİZ YTM,1728.48,2017-03-31,2017-03-31
TRAKYA YTM,6114.24,2017-03-31,2017-03-31
