BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2239.18,2017-05-29,2017-05-29
BATI ANADOLU YTM,4763.65,2017-05-29,2017-05-29
DOĞU AKDENİZ YTM,2816.17,2017-05-29,2017-05-29
DOĞU ANADOLU YTM,1174.32,2017-05-29,2017-05-29
GÜNEY DOĞU ANADOLU YTM,4372.24,2017-05-29,2017-05-29
KUZEY BATI ANADOLU YTM,7546.3,2017-05-29,2017-05-29
ORTA ANADOLU YTM,3468.13,2017-05-29,2017-05-29
ORTA KARADENİZ YTM,1619.9,2017-05-29,2017-05-29
TRAKYA YTM,5446.23,2017-05-29,2017-05-29
