BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2203.67,2017-03-27,2017-03-27
BATI ANADOLU YTM,4746.6,2017-03-27,2017-03-27
DOĞU AKDENİZ YTM,2823.75,2017-03-27,2017-03-27
DOĞU ANADOLU YTM,1301.92,2017-03-27,2017-03-27
GÜNEY DOĞU ANADOLU YTM,4869.56,2017-03-27,2017-03-27
KUZEY BATI ANADOLU YTM,8423.78,2017-03-27,2017-03-27
ORTA ANADOLU YTM,3562.16,2017-03-27,2017-03-27
ORTA KARADENİZ YTM,1788.05,2017-03-27,2017-03-27
TRAKYA YTM,6311.49,2017-03-27,2017-03-27
