BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2540.23,2017-01-12,2017-01-12
BATI ANADOLU YTM,5464.83,2017-01-12,2017-01-12
DOĞU AKDENİZ YTM,3321.65,2017-01-12,2017-01-12
DOĞU ANADOLU YTM,1451.43,2017-01-12,2017-01-12
GÜNEY DOĞU ANADOLU YTM,5561.81,2017-01-12,2017-01-12
KUZEY BATI ANADOLU YTM,8692.37,2017-01-12,2017-01-12
ORTA ANADOLU YTM,3985.05,2017-01-12,2017-01-12
ORTA KARADENİZ YTM,1738.11,2017-01-12,2017-01-12
TRAKYA YTM,6660.5,2017-01-12,2017-01-12
