BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2240.75,2017-04-28,2017-04-28
BATI ANADOLU YTM,4625.77,2017-04-28,2017-04-28
DOĞU AKDENİZ YTM,2771.91,2017-04-28,2017-04-28
DOĞU ANADOLU YTM,1214.78,2017-04-28,2017-04-28
GÜNEY DOĞU ANADOLU YTM,5218.51,2017-04-28,2017-04-28
KUZEY BATI ANADOLU YTM,7902.54,2017-04-28,2017-04-28
ORTA ANADOLU YTM,3837.22,2017-04-28,2017-04-28
ORTA KARADENİZ YTM,1675.87,2017-04-28,2017-04-28
TRAKYA YTM,5672.23,2017-04-28,2017-04-28
