BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,1996.31,2017-04-02,2017-04-02
BATI ANADOLU YTM,4137.72,2017-04-02,2017-04-02
DOĞU AKDENİZ YTM,2669.36,2017-04-02,2017-04-02
DOĞU ANADOLU YTM,1343.96,2017-04-02,2017-04-02
GÜNEY DOĞU ANADOLU YTM,4858.31,2017-04-02,2017-04-02
KUZEY BATI ANADOLU YTM,6281.89,2017-04-02,2017-04-02
ORTA ANADOLU YTM,3012.39,2017-04-02,2017-04-02
ORTA KARADENİZ YTM,1639.27,2017-04-02,2017-04-02
TRAKYA YTM,4196.86,2017-04-02,2017-04-02
