BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2244.83,2017-06-01,2017-06-01
BATI ANADOLU YTM,4805.65,2017-06-01,2017-06-01
DOĞU AKDENİZ YTM,2659.41,2017-06-01,2017-06-01
DOĞU ANADOLU YTM,1207.81,2017-06-01,2017-06-01
GÜNEY DOĞU ANADOLU YTM,4286.16,2017-06-01,2017-06-01
KUZEY BATI ANADOLU YTM,7529.92,2017-06-01,2017-06-01
ORTA ANADOLU YTM,3552.34,2017-06-01,2017-06-01
ORTA KARADENİZ YTM,1813.43,2017-06-01,2017-06-01
TRAKYA YTM,5602.99,2017-06-01,2017-06-01
