BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2254.41,2017-05-22,2017-05-22
BATI ANADOLU YTM,4934.9,2017-05-22,2017-05-22
DOĞU AKDENİZ YTM,2697.1,2017-05-22,2017-05-22
DOĞU ANADOLU YTM,1272.18,2017-05-22,2017-05-22
GÜNEY DOĞU ANADOLU YTM,5166.35,2017-05-22,2017-05-22
KUZEY BATI ANADOLU YTM,7668.91,2017-05-22,2017-05-22
ORTA ANADOLU YTM,3929.15,2017-05-22,2017-05-22
ORTA KARADENİZ YTM,1691.29,2017-05-22,2017-05-22
TRAKYA YTM,5438.49,2017-05-22,2017-05-22
