BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2252.19,2017-03-23,2017-03-23
BATI ANADOLU YTM,4543.65,2017-03-23,2017-03-23
DOĞU AKDENİZ YTM,2843.87,2017-03-23,2017-03-23
DOĞU ANADOLU YTM,1330.89,2017-03-23,2017-03-23
GÜNEY DOĞU ANADOLU YTM,5181.15,2017-03-23,2017-03-23
KUZEY BATI ANADOLU YTM,8065.78,2017-03-23,2017-03-23
ORTA ANADOLU YTM,3402.58,2017-03-23,2017-03-23
ORTA KARADENİZ YTM,1764.93,2017-03-23,2017-03-23
TRAKYA YTM,5999.22,2017-03-23,2017-03-23
