BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2291.85,2017-04-18,2017-04-18
BATI ANADOLU YTM,4733.62,2017-04-18,2017-04-18
DOĞU AKDENİZ YTM,2624.61,2017-04-18,2017-04-18
DOĞU ANADOLU YTM,1264.64,2017-04-18,2017-04-18
GÜNEY DOĞU ANADOLU YTM,4798.45,2017-04-18,2017-04-18
KUZEY BATI ANADOLU YTM,7952.31,2017-04-18,2017-04-18
ORTA ANADOLU YTM,3568.93,2017-04-18,2017-04-18
ORTA KARADENİZ YTM,1610.66,2017-04-18,2017-04-18
TRAKYA YTM,6067.24,2017-04-18,2017-04-18
