BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2492.89,2017-02-02,2017-02-02
BATI ANADOLU YTM,5694.96,2017-02-02,2017-02-02
DOĞU AKDENİZ YTM,3431.63,2017-02-02,2017-02-02
DOĞU ANADOLU YTM,1365.03,2017-02-02,2017-02-02
GÜNEY DOĞU ANADOLU YTM,5695.34,2017-02-02,2017-02-02
KUZEY BATI ANADOLU YTM,8779.34,2017-02-02,2017-02-02
ORTA ANADOLU YTM,3998.07,2017-02-02,2017-02-02
ORTA KARADENİZ YTM,1762.64,2017-02-02,2017-02-02
TRAKYA YTM,6759.87,2017-02-02,2017-02-02
