BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2503.95,2017-01-26,2017-01-26
BATI ANADOLU YTM,5645.45,2017-01-26,2017-01-26
DOĞU AKDENİZ YTM,3171.49,2017-01-26,2017-01-26
DOĞU ANADOLU YTM,1405.46,2017-01-26,2017-01-26
GÜNEY DOĞU ANADOLU YTM,5685.31,2017-01-26,2017-01-26
KUZEY BATI ANADOLU YTM,8921.57,2017-01-26,2017-01-26
ORTA ANADOLU YTM,4227.84,2017-01-26,2017-01-26
ORTA KARADENİZ YTM,1744.09,2017-01-26,2017-01-26
TRAKYA YTM,6896.88,2017-01-26,2017-01-26
