BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2569.84,2017-02-16,2017-02-16
BATI ANADOLU YTM,5822.06,2017-02-16,2017-02-16
DOĞU AKDENİZ YTM,3239.39,2017-02-16,2017-02-16
DOĞU ANADOLU YTM,1399.1,2017-02-16,2017-02-16
GÜNEY DOĞU ANADOLU YTM,5702.21,2017-02-16,2017-02-16
KUZEY BATI ANADOLU YTM,9080.67,2017-02-16,2017-02-16
ORTA ANADOLU YTM,3998.6,2017-02-16,2017-02-16
ORTA KARADENİZ YTM,1767.74,2017-02-16,2017-02-16
TRAKYA YTM,6973.6,2017-02-16,2017-02-16
