BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2285.65,2017-04-21,2017-04-21
BATI ANADOLU YTM,4763.13,2017-04-21,2017-04-21
DOĞU AKDENİZ YTM,2738.83,2017-04-21,2017-04-21
DOĞU ANADOLU YTM,1257.64,2017-04-21,2017-04-21
GÜNEY DOĞU ANADOLU YTM,4429.45,2017-04-21,2017-04-21
KUZEY BATI ANADOLU YTM,8060.21,2017-04-21,2017-04-21
ORTA ANADOLU YTM,3748.2,2017-04-21,2017-04-21
ORTA KARADENİZ YTM,1689.54,2017-04-21,2017-04-21
TRAKYA YTM,5877.69,2017-04-21,2017-04-21
