BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2189.31,2017-05-19,2017-05-19
BATI ANADOLU YTM,4270.02,2017-05-19,2017-05-19
DOĞU AKDENİZ YTM,2800.69,2017-05-19,2017-05-19
DOĞU ANADOLU YTM,1140.98,2017-05-19,2017-05-19
GÜNEY DOĞU ANADOLU YTM,4930.94,2017-05-19,2017-05-19
KUZEY BATI ANADOLU YTM,6739.77,2017-05-19,2017-05-19
ORTA ANADOLU YTM,3573.87,2017-05-19,2017-05-19
ORTA KARADENİZ YTM,1605.56,2017-05-19,2017-05-19
TRAKYA YTM,4879.06,2017-05-19,2017-05-19
