ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2515.98,30.11.2017,2017-11-30
5,BATI ANADOLU YTM,5422.04,30.11.2017,2017-11-30
11,DOĞU AKDENİZ YTM,3235.21,30.11.2017,2017-11-30
9,DOĞU ANADOLU YTM,1398.01,30.11.2017,2017-11-30
10,GÜNEY DOĞU ANADOLU YTM,5612.99,30.11.2017,2017-11-30
4,KUZEY BATI ANADOLU YTM,8409.76,30.11.2017,2017-11-30
6,ORTA ANADOLU YTM,4275.27,30.11.2017,2017-11-30
8,ORTA KARADENİZ YTM,2059.76,30.11.2017,2017-11-30
3,TRAKYA YTM,6088.07,30.11.2017,2017-11-30
