BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2195.18,2017-04-04,2017-04-04
BATI ANADOLU YTM,4657.31,2017-04-04,2017-04-04
DOĞU AKDENİZ YTM,2761.29,2017-04-04,2017-04-04
DOĞU ANADOLU YTM,1292.17,2017-04-04,2017-04-04
GÜNEY DOĞU ANADOLU YTM,5002.2,2017-04-04,2017-04-04
KUZEY BATI ANADOLU YTM,8025.3,2017-04-04,2017-04-04
ORTA ANADOLU YTM,3376.67,2017-04-04,2017-04-04
ORTA KARADENİZ YTM,1644.8,2017-04-04,2017-04-04
TRAKYA YTM,6125.17,2017-04-04,2017-04-04
