BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2354.01,2017-03-17,2017-03-17
BATI ANADOLU YTM,5051.44,2017-03-17,2017-03-17
DOĞU AKDENİZ YTM,3073.88,2017-03-17,2017-03-17
DOĞU ANADOLU YTM,1346.14,2017-03-17,2017-03-17
GÜNEY DOĞU ANADOLU YTM,5535.8,2017-03-17,2017-03-17
KUZEY BATI ANADOLU YTM,8769.87,2017-03-17,2017-03-17
ORTA ANADOLU YTM,3971.44,2017-03-17,2017-03-17
ORTA KARADENİZ YTM,1806.78,2017-03-17,2017-03-17
TRAKYA YTM,6582.61,2017-03-17,2017-03-17
