BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2231.99,2017-05-27,2017-05-27
BATI ANADOLU YTM,4680.18,2017-05-27,2017-05-27
DOĞU AKDENİZ YTM,2585.84,2017-05-27,2017-05-27
DOĞU ANADOLU YTM,1231.84,2017-05-27,2017-05-27
GÜNEY DOĞU ANADOLU YTM,4599.47,2017-05-27,2017-05-27
KUZEY BATI ANADOLU YTM,7151.76,2017-05-27,2017-05-27
ORTA ANADOLU YTM,3383.58,2017-05-27,2017-05-27
ORTA KARADENİZ YTM,1605.25,2017-05-27,2017-05-27
TRAKYA YTM,4876.18,2017-05-27,2017-05-27
