BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2464.7,2017-06-12,2017-06-12
BATI ANADOLU YTM,5245.38,2017-06-12,2017-06-12
DOĞU AKDENİZ YTM,3087.53,2017-06-12,2017-06-12
DOĞU ANADOLU YTM,1063.91,2017-06-12,2017-06-12
GÜNEY DOĞU ANADOLU YTM,4681.21,2017-06-12,2017-06-12
KUZEY BATI ANADOLU YTM,7680.57,2017-06-12,2017-06-12
ORTA ANADOLU YTM,3709.7,2017-06-12,2017-06-12
ORTA KARADENİZ YTM,1697.4,2017-06-12,2017-06-12
TRAKYA YTM,5548.99,2017-06-12,2017-06-12
