BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2514.38,2017-06-15,2017-06-15
BATI ANADOLU YTM,5432.49,2017-06-15,2017-06-15
DOĞU AKDENİZ YTM,3099.23,2017-06-15,2017-06-15
DOĞU ANADOLU YTM,1039.93,2017-06-15,2017-06-15
GÜNEY DOĞU ANADOLU YTM,4713.97,2017-06-15,2017-06-15
KUZEY BATI ANADOLU YTM,7889.15,2017-06-15,2017-06-15
ORTA ANADOLU YTM,3796.87,2017-06-15,2017-06-15
ORTA KARADENİZ YTM,1625.52,2017-06-15,2017-06-15
TRAKYA YTM,5590.15,2017-06-15,2017-06-15
