BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2627.16,2017-01-02,2017-01-02
BATI ANADOLU YTM,5595.23,2017-01-02,2017-01-02
DOĞU AKDENİZ YTM,3409.49,2017-01-02,2017-01-02
DOĞU ANADOLU YTM,1425.83,2017-01-02,2017-01-02
GÜNEY DOĞU ANADOLU YTM,5508.47,2017-01-02,2017-01-02
KUZEY BATI ANADOLU YTM,7370.74,2017-01-02,2017-01-02
ORTA ANADOLU YTM,4162.58,2017-01-02,2017-01-02
ORTA KARADENİZ YTM,1759.03,2017-01-02,2017-01-02
TRAKYA YTM,5877.94,2017-01-02,2017-01-02
