BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2277.93,2017-04-24,2017-04-24
BATI ANADOLU YTM,4913.51,2017-04-24,2017-04-24
DOĞU AKDENİZ YTM,2743.32,2017-04-24,2017-04-24
DOĞU ANADOLU YTM,1280.76,2017-04-24,2017-04-24
GÜNEY DOĞU ANADOLU YTM,4837.33,2017-04-24,2017-04-24
KUZEY BATI ANADOLU YTM,8085.7,2017-04-24,2017-04-24
ORTA ANADOLU YTM,3716.95,2017-04-24,2017-04-24
ORTA KARADENİZ YTM,1736.05,2017-04-24,2017-04-24
TRAKYA YTM,5873.26,2017-04-24,2017-04-24
