BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2456.01,2017-02-17,2017-02-17
BATI ANADOLU YTM,5689.37,2017-02-17,2017-02-17
DOĞU AKDENİZ YTM,3369.19,2017-02-17,2017-02-17
DOĞU ANADOLU YTM,1439.61,2017-02-17,2017-02-17
GÜNEY DOĞU ANADOLU YTM,5320.72,2017-02-17,2017-02-17
KUZEY BATI ANADOLU YTM,8823.26,2017-02-17,2017-02-17
ORTA ANADOLU YTM,3927.07,2017-02-17,2017-02-17
ORTA KARADENİZ YTM,1770.38,2017-02-17,2017-02-17
TRAKYA YTM,6778.45,2017-02-17,2017-02-17
