BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2320.14,2017-01-21,2017-01-21
BATI ANADOLU YTM,5006.11,2017-01-21,2017-01-21
DOĞU AKDENİZ YTM,3119.81,2017-01-21,2017-01-21
DOĞU ANADOLU YTM,1424.53,2017-01-21,2017-01-21
GÜNEY DOĞU ANADOLU YTM,5518.48,2017-01-21,2017-01-21
KUZEY BATI ANADOLU YTM,8035.65,2017-01-21,2017-01-21
ORTA ANADOLU YTM,3548.5,2017-01-21,2017-01-21
ORTA KARADENİZ YTM,1751.38,2017-01-21,2017-01-21
TRAKYA YTM,5915.83,2017-01-21,2017-01-21
