BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2263.54,2017-05-31,2017-05-31
BATI ANADOLU YTM,5022.47,2017-05-31,2017-05-31
DOĞU AKDENİZ YTM,2801.95,2017-05-31,2017-05-31
DOĞU ANADOLU YTM,1142.21,2017-05-31,2017-05-31
GÜNEY DOĞU ANADOLU YTM,4551.99,2017-05-31,2017-05-31
KUZEY BATI ANADOLU YTM,7508.9,2017-05-31,2017-05-31
ORTA ANADOLU YTM,3564.42,2017-05-31,2017-05-31
ORTA KARADENİZ YTM,1543.1,2017-05-31,2017-05-31
TRAKYA YTM,5470.51,2017-05-31,2017-05-31
