BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2295.96,2017-02-27,2017-02-27
BATI ANADOLU YTM,5116.95,2017-02-27,2017-02-27
DOĞU AKDENİZ YTM,3107.03,2017-02-27,2017-02-27
DOĞU ANADOLU YTM,1401.73,2017-02-27,2017-02-27
GÜNEY DOĞU ANADOLU YTM,5598.52,2017-02-27,2017-02-27
KUZEY BATI ANADOLU YTM,8465.34,2017-02-27,2017-02-27
ORTA ANADOLU YTM,3660.45,2017-02-27,2017-02-27
ORTA KARADENİZ YTM,1698.78,2017-02-27,2017-02-27
TRAKYA YTM,6213.03,2017-02-27,2017-02-27
