BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2033.01,2017-04-30,2017-04-30
BATI ANADOLU YTM,4005.41,2017-04-30,2017-04-30
DOĞU AKDENİZ YTM,2493.21,2017-04-30,2017-04-30
DOĞU ANADOLU YTM,1202.88,2017-04-30,2017-04-30
GÜNEY DOĞU ANADOLU YTM,4983.77,2017-04-30,2017-04-30
KUZEY BATI ANADOLU YTM,5737.28,2017-04-30,2017-04-30
ORTA ANADOLU YTM,3392.25,2017-04-30,2017-04-30
ORTA KARADENİZ YTM,1510.74,2017-04-30,2017-04-30
TRAKYA YTM,3703.62,2017-04-30,2017-04-30
