BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2388.49,2017-05-11,2017-05-11
BATI ANADOLU YTM,4781.91,2017-05-11,2017-05-11
DOĞU AKDENİZ YTM,2784.17,2017-05-11,2017-05-11
DOĞU ANADOLU YTM,1170.93,2017-05-11,2017-05-11
GÜNEY DOĞU ANADOLU YTM,5615.13,2017-05-11,2017-05-11
KUZEY BATI ANADOLU YTM,7903.8,2017-05-11,2017-05-11
ORTA ANADOLU YTM,3891.39,2017-05-11,2017-05-11
ORTA KARADENİZ YTM,1693.14,2017-05-11,2017-05-11
TRAKYA YTM,5583.46,2017-05-11,2017-05-11
