BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2380.31,2017-02-05,2017-02-05
BATI ANADOLU YTM,4449.63,2017-02-05,2017-02-05
DOĞU AKDENİZ YTM,3005.05,2017-02-05,2017-02-05
DOĞU ANADOLU YTM,1436.07,2017-02-05,2017-02-05
GÜNEY DOĞU ANADOLU YTM,5443.16,2017-02-05,2017-02-05
KUZEY BATI ANADOLU YTM,6414.54,2017-02-05,2017-02-05
ORTA ANADOLU YTM,3265.75,2017-02-05,2017-02-05
ORTA KARADENİZ YTM,1573.21,2017-02-05,2017-02-05
TRAKYA YTM,4192.6,2017-02-05,2017-02-05
