BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2268.09,2017-04-17,2017-04-17
BATI ANADOLU YTM,4632.76,2017-04-17,2017-04-17
DOĞU AKDENİZ YTM,2564.29,2017-04-17,2017-04-17
DOĞU ANADOLU YTM,1283.82,2017-04-17,2017-04-17
GÜNEY DOĞU ANADOLU YTM,4538.8,2017-04-17,2017-04-17
KUZEY BATI ANADOLU YTM,7736.26,2017-04-17,2017-04-17
ORTA ANADOLU YTM,3439.26,2017-04-17,2017-04-17
ORTA KARADENİZ YTM,1631.08,2017-04-17,2017-04-17
TRAKYA YTM,5593.67,2017-04-17,2017-04-17
