BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2348.84,2017-01-08,2017-01-08
BATI ANADOLU YTM,5090.63,2017-01-08,2017-01-08
DOĞU AKDENİZ YTM,2993.83,2017-01-08,2017-01-08
DOĞU ANADOLU YTM,1416.36,2017-01-08,2017-01-08
GÜNEY DOĞU ANADOLU YTM,5184.37,2017-01-08,2017-01-08
KUZEY BATI ANADOLU YTM,6651.12,2017-01-08,2017-01-08
ORTA ANADOLU YTM,3348.13,2017-01-08,2017-01-08
ORTA KARADENİZ YTM,1531.61,2017-01-08,2017-01-08
TRAKYA YTM,4500.72,2017-01-08,2017-01-08
