BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2286.06,2017-04-14,2017-04-14
BATI ANADOLU YTM,4684.09,2017-04-14,2017-04-14
DOĞU AKDENİZ YTM,2830.31,2017-04-14,2017-04-14
DOĞU ANADOLU YTM,1321.84,2017-04-14,2017-04-14
GÜNEY DOĞU ANADOLU YTM,4534.25,2017-04-14,2017-04-14
KUZEY BATI ANADOLU YTM,7825.01,2017-04-14,2017-04-14
ORTA ANADOLU YTM,3735.72,2017-04-14,2017-04-14
ORTA KARADENİZ YTM,1741.05,2017-04-14,2017-04-14
TRAKYA YTM,5782.05,2017-04-14,2017-04-14
