BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2428.94,2017-06-14,2017-06-14
BATI ANADOLU YTM,5362.9,2017-06-14,2017-06-14
DOĞU AKDENİZ YTM,3050.13,2017-06-14,2017-06-14
DOĞU ANADOLU YTM,1029.15,2017-06-14,2017-06-14
GÜNEY DOĞU ANADOLU YTM,4451.39,2017-06-14,2017-06-14
KUZEY BATI ANADOLU YTM,7836.77,2017-06-14,2017-06-14
ORTA ANADOLU YTM,3760.33,2017-06-14,2017-06-14
ORTA KARADENİZ YTM,1652.62,2017-06-14,2017-06-14
TRAKYA YTM,5786.02,2017-06-14,2017-06-14
