BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2906.77,2017-06-28,2017-06-28
BATI ANADOLU YTM,6151.46,2017-06-28,2017-06-28
DOĞU AKDENİZ YTM,3405.8,2017-06-28,2017-06-28
DOĞU ANADOLU YTM,1001.84,2017-06-28,2017-06-28
GÜNEY DOĞU ANADOLU YTM,5370.52,2017-06-28,2017-06-28
KUZEY BATI ANADOLU YTM,7870.19,2017-06-28,2017-06-28
ORTA ANADOLU YTM,4226.3,2017-06-28,2017-06-28
ORTA KARADENİZ YTM,1805.34,2017-06-28,2017-06-28
TRAKYA YTM,5601.53,2017-06-28,2017-06-28
