BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2645.73,2017-01-04,2017-01-04
BATI ANADOLU YTM,5544.72,2017-01-04,2017-01-04
DOĞU AKDENİZ YTM,3380.93,2017-01-04,2017-01-04
DOĞU ANADOLU YTM,1447.78,2017-01-04,2017-01-04
GÜNEY DOĞU ANADOLU YTM,5667.85,2017-01-04,2017-01-04
KUZEY BATI ANADOLU YTM,8562.96,2017-01-04,2017-01-04
ORTA ANADOLU YTM,4287.09,2017-01-04,2017-01-04
ORTA KARADENİZ YTM,1773.12,2017-01-04,2017-01-04
TRAKYA YTM,6407.71,2017-01-04,2017-01-04
