BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2246.78,2017-05-05,2017-05-05
BATI ANADOLU YTM,4744.59,2017-05-05,2017-05-05
DOĞU AKDENİZ YTM,2764.53,2017-05-05,2017-05-05
DOĞU ANADOLU YTM,1211.26,2017-05-05,2017-05-05
GÜNEY DOĞU ANADOLU YTM,5309.2,2017-05-05,2017-05-05
KUZEY BATI ANADOLU YTM,7683.23,2017-05-05,2017-05-05
ORTA ANADOLU YTM,3949.49,2017-05-05,2017-05-05
ORTA KARADENİZ YTM,1681.39,2017-05-05,2017-05-05
TRAKYA YTM,5651.08,2017-05-05,2017-05-05
