BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2336.35,2017-06-05,2017-06-05
BATI ANADOLU YTM,4972.19,2017-06-05,2017-06-05
DOĞU AKDENİZ YTM,2949.79,2017-06-05,2017-06-05
DOĞU ANADOLU YTM,1125.93,2017-06-05,2017-06-05
GÜNEY DOĞU ANADOLU YTM,4365.27,2017-06-05,2017-06-05
KUZEY BATI ANADOLU YTM,7727.72,2017-06-05,2017-06-05
ORTA ANADOLU YTM,3690.03,2017-06-05,2017-06-05
ORTA KARADENİZ YTM,1686.33,2017-06-05,2017-06-05
TRAKYA YTM,5524.97,2017-06-05,2017-06-05
